x,y,z,density
1870046.5,593766.5625,1533380.625,1
2007046.25,1879450.375,-1386932.75,1
-656618.1875,-1292658.25,2686535.0,1
1589263.5,922047.125,1426706.875,1
1340208.625,944839.4375,403235.46875,1
973694.125,695366.0,-3089544.0,1
1450902.5,1002480.25,762813.8125,1
2645935.0,1678073.625,-88941.21875,1
1330204.125,-240334.890625,-1755390.75,1
2106166.0,1624248.75,-1733712.625,1
1346743.125,1040738.6875,-1517577.125,1
2374780.0,1094583.25,-17697.505859375,1
1735857.0,1221975.125,-855510.375,1
2176420.0,2250423.25,-735237.875,1
1909835.875,2123601.5,-1348206.25,1
2022542.625,1179913.75,1728446.125,1
2768582.25,667743.5625,751467.875,1
1020172.4375,1266981.125,1876788.0,1
2403868.25,1593365.75,965136.5,1
1780204.875,516158.9375,389649.5,1
1098604.25,405780.0625,783322.375,1
1503670.375,1879540.875,-1888659.5,1
13226.314453125,-8196.5107421875,330132.9375,1
31214.595703125,-38595.97265625,312658.34375,1
1394145.875,691346.5,-529230.1875,1
822949.5,710710.125,3075719.25,1
2416743.75,1880443.125,-913792.125,1
2401624.75,-426514.78125,-2525113.25,1
2922309.5,1278479.375,-310589.6875,1
2314789.5,-693140.6875,-54868.2109375,1
2387263.0,644658.125,-692820.4375,1
1981490.0,-660563.375,2659234.5,1
-710207.1875,-591548.1875,1061100.375,1
1832589.25,1129283.25,-2517351.5,1
1367351.625,1067750.375,-415541.25,1
1913897.625,1687444.0,1391526.125,1
1234936.875,679622.4375,-1534747.875,1
1183620.375,750849.875,-838676.6875,1
-452171.375,-188261.921875,1380639.375,1
2320620.0,-384438.9375,634383.3125,1
-321612.84375,-866576.6875,-274312.53125,1
1783689.875,1096132.875,990033.875,1
846220.375,2088746.75,466776.1875,1
2484784.75,-644418.125,-466130.625,1
1854100.5,1276074.5,865728.0625,1
1754746.75,1494548.375,1627557.25,1
1625657.25,754767.9375,-1820443.0,1
2126131.75,1734587.0,-481298.71875,1
1460993.75,-524791.5,-26219.005859375,1
1523062.25,1269189.25,290712.65625,1
2990677.0,1199888.5,-805499.25,1
-206599.546875,-25267.826171875,1300165.625,1
2019832.625,1415909.625,-1198604.5,1
1210027.875,918277.3125,2437396.0,1
1704021.0,296013.84375,2140189.0,1
585184.0625,-7381.232421875,-3254874.0,1
1392011.75,384970.1875,-54060.03515625,1
1059531.5,826524.75,706451.9375,1
2566407.5,1488119.875,-92895.28125,1
2928155.25,1600575.75,-504102.71875,1
2837071.25,1407535.5,-1279677.125,1
283298.6875,186240.8125,-1401971.125,1
2171598.75,598390.375,-2154358.5,1
1430263.25,638711.9375,-1176966.5,1
1303925.0,2570273.75,-529319.9375,1
1754467.125,748469.0625,2620694.75,1
302814.53125,322193.375,1131864.375,1
1065475.875,799682.9375,2502803.75,1
181477.84375,-641.1099243164062,-1760234.125,1
2004816.0,1697813.75,233198.96875,1
965814.75,-127031.9765625,635681.9375,1
671933.5625,414365.8125,-3000178.25,1
2431026.5,1315747.0,-1947016.625,1
1958592.125,1164849.5,-1120187.5,1
-1313710.25,32668.748046875,2605576.75,1
2954290.0,1551375.625,671107.25,1
1257555.25,734241.9375,-2805816.25,1
2205836.0,1445097.75,-1212824.625,1
2235540.5,-551960.5625,-302240.28125,1
2782983.5,1634319.375,-904548.5,1
599034.1875,-504919.6875,-1375116.5,1
2073785.125,1897213.625,-1829370.75,1
830020.5,-581809.5625,-235965.71875,1
897550.9375,1002877.5625,-2008120.375,1
1193999.75,1356492.5,-988629.5,1
1792356.0,624941.375,219521.65625,1
2567205.75,1902374.875,397770.03125,1
1593879.875,709931.8125,450843.28125,1
2077889.75,1413134.625,-97584.875,1
131364.171875,161519.171875,-1568246.25,1
1735640.75,494824.625,-1487339.125,1
1030030.25,2101799.25,-769421.75,1
1544724.25,1430255.875,305761.4375,1
2491436.5,-1138386.125,1797053.75,1
2214729.75,2452995.5,845485.25,1
2273796.25,1031216.8125,-539667.5,1
2309008.75,1318480.5,1750282.375,1
875661.375,1294534.125,-105603.28125,1
2126998.0,-11167.255859375,880552.5,1
1949463.0,1121250.0,1948415.125,1
1728720.875,-660978.625,285697.71875,1
1177405.25,2869399.25,715219.0625,1
1253214.75,861003.375,-2878739.0,1
1648181.125,-23573.11328125,-46249.0078125,1
1439505.125,2337832.5,64637.81640625,1
1998763.0,2104003.25,758090.25,1
1638693.5,1569605.625,-1235965.625,1
1926780.125,1549256.75,720727.0,1
1725655.375,1545626.75,587707.625,1
749387.0,461938.15625,-708400.8125,1
2188348.25,951846.8125,-1095995.375,1
2578954.5,1937270.75,-1078254.5,1
2227505.75,1453811.0,21260.478515625,1
1834068.0,387338.4375,523384.4375,1
543933.25,15319.701171875,1383492.875,1
1708472.875,719601.25,-861214.75,1
252499.40625,1854709.875,-360945.4375,1
1750887.25,888183.3125,2418378.25,1
-110132.6171875,-47292.765625,1238994.625,1
1659705.375,332290.125,-1053073.5,1
787671.3125,567514.4375,3064581.0,1
1857322.75,1303195.75,-1727483.5,1
2004113.25,1330643.75,763882.8125,1
1712931.25,1883241.75,884143.6875,1
-287432.96875,1125279.25,1771603.75,1
1520615.75,605164.5,-1039055.375,1
1909283.625,848214.0,-1871312.375,1
2018587.25,86637.1015625,592655.125,1
2318181.75,1052505.375,-1965046.0,1
1935879.375,821773.0625,-1806243.875,1
-493575.84375,-1299450.5,-765845.4375,1
774852.375,2383777.75,377784.15625,1
1423806.375,1001346.8125,2250003.5,1
2126246.5,954689.6875,-2225523.75,1
2116849.25,1137071.0,-668486.625,1
1632270.75,1791762.125,819929.3125,1
578535.625,-90380.671875,-1854129.5,1
1680425.375,889855.625,1174965.75,1
1761255.75,2402040.5,1543313.25,1
1339609.75,773231.4375,-2407859.0,1
-195896.125,930985.375,-549014.9375,1
2605994.5,1826689.875,-435976.9375,1
2302609.25,1112851.0,2229535.0,1
1199239.875,-830546.8125,900252.8125,1
1255941.375,366075.34375,-1839600.625,1
2058188.25,1151644.25,2120824.25,1
-194929.578125,433455.40625,-2421764.5,1
1739940.375,1692233.375,-533826.6875,1
2219218.5,1878986.25,-1011363.75,1
571897.1875,2360211.25,1312261.5,1
755534.6875,2141081.5,978951.0,1
2823103.75,1930431.0,-181810.203125,1
2389577.25,1218136.375,844356.3125,1
2511612.0,1721175.625,1215934.875,1
2113874.75,1572154.875,818049.5,1
2429329.5,984181.5,1351723.625,1
2123082.0,973238.8125,1644193.875,1
1601469.5,1535283.25,-1457355.75,1
-336129.5,-640633.0,3096101.25,1
1133644.375,545289.3125,1974016.75,1
965313.4375,1442369.75,-153979.765625,1
1962804.625,1365372.0,466928.75,1
1596904.375,1001884.1875,-2520567.5,1
1125768.625,1882525.875,-2516679.25,1
1427939.5,601355.125,1295814.75,1
3070067.0,1218280.5,700690.875,1
548991.375,-19327.7265625,1631528.125,1
1953746.75,417779.875,1676377.75,1
-857221.8125,-673224.75,56293.02734375,1
474393.34375,1041799.3125,752409.375,1
2020854.0,1142691.5,-1540092.375,1
1834761.0,909175.5,1475181.5,1
1315679.25,1064632.375,-2776487.0,1
289982.28125,224843.390625,-3085319.5,1
558096.4375,528767.125,3420956.75,1
1279708.875,1218904.5,1652751.125,1
1681189.375,1016274.3125,-1738792.625,1
1374751.875,1191184.5,23762.32421875,1
2110808.0,702331.5,1124520.375,1
2376501.5,1213143.25,1983900.875,1
1051022.875,1209049.875,-242369.34375,1
1650978.125,1140088.25,-2105703.75,1
2004424.25,2322920.5,37330.12890625,1
2063752.875,962291.9375,-998223.9375,1
2320207.25,1100986.625,1271213.75,1
-74673.75,1363725.5,1213521.625,1
1064428.625,-80875.34375,1338416.125,1
2291100.5,933539.5,-1348087.75,1
1930394.625,24709.48046875,913253.0625,1
1254487.375,738804.3125,1245844.0,1
1904905.625,1650988.125,2255796.25,1
199708.046875,846904.375,1937050.75,1
846688.8125,1353344.375,-824052.0,1
1986084.75,963150.25,-2104321.0,1
688551.0,819811.3125,932986.375,1
3124947.75,1546382.75,-466922.90625,1
2306156.5,2473022.75,-233014.25,1
2229335.25,1827180.625,940129.0,1
234339.84375,685752.625,-251416.265625,1
2123640.75,986649.25,-638496.0,1
1243635.25,-49826.81640625,666564.3125,1
149509.4375,-241879.21875,2082092.875,1
2412772.5,1969170.875,-1108009.25,1
-605776.625,1847115.25,2254665.75,1
245127.71875,340658.3125,-1134545.0,1
1307406.25,854451.125,2959229.5,1
1626502.125,-905687.6875,-308787.4375,1
1103656.75,1293980.625,-1521151.75,1
701451.0,23698.09375,1535412.625,1
1596922.625,1004145.75,-2182973.5,1
1773514.125,1405691.625,2352843.75,1
1382547.25,-276938.9375,214715.859375,1
2595516.25,1247705.625,-1838396.375,1
2278661.25,1296799.375,-1423368.5,1
1155390.5,1247717.625,-687747.625,1
3263.275390625,-99983.5234375,1159854.25,1
1299044.25,606897.875,185634.25,1
-230277.984375,403847.53125,3103269.75,1
-1300263.375,1345232.75,2987841.5,1
2352613.5,1502362.0,1146344.875,1
1128037.75,-394898.15625,3293648.75,1
892816.5,-441287.6875,2765383.25,1
241375.640625,-696763.875,2055401.25,1
2358656.25,2279006.75,495771.9375,1
-73533.1484375,553485.75,432013.5,1
1722747.375,-316374.1875,-22230.94140625,1
2421180.0,-264144.03125,-2111161.5,1
1212008.25,2414213.75,1695443.625,1
147367.125,443674.59375,1703028.375,1
1861934.875,815109.75,-908921.4375,1
1180146.625,791572.9375,-669398.6875,1
2850380.25,528095.125,1499036.0,1
2576023.0,1428961.875,-822271.125,1
2698200.0,-188925.34375,803597.8125,1
1669636.0,466138.09375,533988.8125,1
383326.8125,718743.5625,-692887.75,1
871833.75,2413372.0,2102719.0,1
1253157.375,1305165.0,-865649.8125,1
550967.375,367605.65625,-2450172.75,1
329220.59375,364073.09375,3368376.75,1
2261541.25,1163286.125,-659477.875,1
1491005.5,2128049.25,-192966.5,1
1178532.875,624433.125,-916099.4375,1
1649286.0,647369.75,2586099.75,1
1748547.0,963817.8125,-1540794.625,1
1354655.25,690787.875,1785.4256591796875,1
1330575.0,713370.25,-1115315.5,1
276798.375,444903.4375,-424219.125,1
2573955.75,1624057.5,1463314.25,1
1839654.125,2246941.25,-1884795.25,1
1282492.25,-318553.0,572302.0625,1
269575.09375,554174.5,226436.46875,1
-731261.0,1049464.125,213482.8125,1
2859429.5,606105.25,-440700.84375,1
2413254.75,613145.0,1239763.0,1
1471371.5,1958465.25,-1979929.5,1
247782.109375,904008.625,-1655975.125,1
-3082811.25,23986.771484375,61190.59765625,1
2403740.5,1429789.75,1435250.375,1
2549397.0,1475033.25,63782.07421875,1
-625919.3125,-121883.7734375,-1732231.125,1
643229.0,366250.03125,-2925885.75,1
-735462.75,-289405.8125,-1035442.4375,1
656544.875,-800156.0,1670917.875,1
646572.6875,410435.625,27856.720703125,1
986182.0,805865.0625,1454253.0,1
1733073.25,722830.125,2208808.75,1
2580569.0,590440.3125,346002.375,1
1543551.375,1392432.625,-1369843.25,1
1171586.0,742109.1875,-1071514.25,1
2662760.25,1827531.25,-669664.8125,1
2522868.25,2024671.625,-621544.375,1
305818.125,961700.875,2085102.125,1
1369639.5,1596783.25,-1132866.25,1
2317788.0,1999576.375,720709.75,1
822791.3125,1327255.75,1873928.625,1
2599770.5,2187182.75,276871.96875,1
557500.8125,623666.5625,-3164999.75,1
755865.5625,323675.09375,2773582.75,1
2239953.25,1248115.25,-895938.3125,1
2529483.75,1726100.0,-541613.3125,1
2120888.5,2309316.0,185748.09375,1
1881084.0,972971.4375,-1738273.375,1
391652.21875,2647932.0,1357905.5,1
773857.5,481748.875,-2318645.0,1
902747.0625,219099.65625,201917.59375,1
2041969.125,2009677.125,1268113.625,1
2540772.75,180980.921875,1178709.0,1
682508.5625,357859.9375,-103485.125,1
1432103.0,1998557.5,1392342.875,1
1107612.5,-319881.375,455283.46875,1
2308114.5,1323022.5,2238043.25,1
1164398.25,1005373.375,-1211748.625,1
491045.375,716356.6875,-2233690.5,1
2667497.25,1191762.875,1451341.5,1
2306227.75,1735344.875,1915607.375,1
1751619.625,2270855.75,-2010421.25,1
2181959.0,1928323.5,1363055.75,1
2651930.75,1532487.5,515957.1875,1
975527.875,-57085.86328125,-463606.90625,1
1216934.5,1244287.625,-1450230.75,1
2392826.75,676722.375,575626.9375,1
1092137.0,514588.96875,-3208804.75,1
312982.25,295304.75,-3138925.5,1
1754907.375,1088537.75,-1319543.0,1
2307470.0,1201675.375,-1143033.375,1
841968.6875,580684.375,-102094.0390625,1
866790.375,1189943.875,669220.5,1
162083.203125,-1038623.6875,-143890.1875,1
2248279.75,642577.8125,2522687.5,1
1594094.375,964246.5625,-600109.4375,1
283266.40625,180038.6875,41300.8359375,1
911924.6875,596968.8125,560204.125,1
1993407.5,950034.5625,-173170.6875,1
926413.8125,102824.234375,1688604.0,1
1608247.5,2381443.0,731963.8125,1
1186450.5,817354.625,2605164.75,1
1161450.875,474782.40625,-2440259.25,1
2891651.5,1581841.75,-697017.0625,1
2754195.5,1354831.875,-1060221.25,1
1935125.625,906181.625,-1642818.375,1
587447.625,2108953.5,1648870.625,1
1703361.0,1229261.25,2431024.75,1
2288251.5,1606226.0,73931.34375,1
513181.03125,720905.0625,-447864.125,1
1444321.375,-364982.09375,1446979.375,1
2402983.75,1875730.375,-516705.34375,1
3095715.25,1263485.375,-404097.0,1
90026.0,109481.21875,-2932057.25,1
1071300.0,1351662.0,1132032.75,1
2397689.25,1562405.5,-1369099.875,1
1276131.125,-52154.3671875,2601204.5,1
1678137.5,1170025.5,-388817.46875,1
279796.375,393284.625,979409.8125,1
2670645.75,2063485.5,724189.3125,1
-2474502.5,11066.8125,1894840.75,1
-43449.1015625,916923.4375,3288082.0,1
1801760.375,1360442.5,-505307.1875,1
-159850.421875,354609.625,-387274.6875,1
2302094.75,1563482.375,771090.5,1
16263.0654296875,-180993.421875,-1038533.3125,1
2739654.25,1235695.75,-169305.25,1
-142957.21875,64692.9765625,1184973.875,1
2217023.25,647965.8125,-180606.890625,1
2282223.75,972051.0,-866649.6875,1
2159848.5,678525.875,-2538295.5,1
663231.6875,665821.125,-2752179.0,1
1082407.0,2090999.0,1954670.875,1
1549441.0,733523.875,682459.3125,1
1204834.375,-258323.03125,1571976.0,1
-1595572.375,-436984.40625,2293082.25,1
1575945.875,1738346.0,-370753.3125,1
3043441.5,1541588.75,595575.125,1
-1739447.125,-2270802.0,619786.75,1
2409573.0,1724671.125,-1620866.5,1
2114330.25,1544371.625,-56186.828125,1
1431664.75,853103.0625,2441515.0,1
822095.9375,316745.59375,506754.125,1
334146.9375,549562.8125,-1607803.0,1
-224909.21875,-529686.6875,2013395.75,1
-31352.60546875,444958.3125,-1575549.0,1
943249.0625,1141612.5,331742.09375,1
2330760.75,32026.216796875,2406178.0,1
1243229.625,-49378.9921875,-1953015.0,1
2488372.75,2079791.25,-875019.25,1
2292349.25,1894800.75,214430.5,1
725481.3125,257856.125,-2846411.75,1
746847.5625,264240.65625,-687948.9375,1
1335240.5,1651550.5,-870419.1875,1
-49411.8671875,191708.0,-1443457.5,1
962164.25,605082.75,313922.0,1
2170380.5,976862.4375,1617461.0,1
421719.4375,207388.921875,-902596.0625,1
2029180.375,1356845.75,1318875.75,1
1472933.625,1596853.25,2694983.25,1
2131491.25,1907092.875,-1841611.625,1
1341181.875,2206247.25,1702497.25,1
1619211.875,1600542.375,854105.0625,1
-275378.9375,917888.3125,-162448.375,1
2154600.5,1435342.125,-1629982.75,1
553750.875,1038093.625,990478.875,1
1464952.5,-1180828.625,2555143.5,1
2632655.5,1286831.5,315747.9375,1
39654.33984375,170272.671875,2450389.75,1
1399006.375,1079988.125,-2488274.5,1
2694843.75,1864269.625,874826.6875,1
1700704.25,1964886.875,1254299.5,1
246634.09375,-3921.31201171875,1557952.5,1
2303569.5,305840.0,1640662.625,1
-898759.625,533399.8125,-368922.875,1
1968008.625,681383.5625,-2368546.0,1
2535571.75,512771.9375,-968855.375,1
1860069.25,2352437.5,-697914.1875,1
1922983.5,2327021.0,1007503.3125,1
458710.71875,210578.765625,-2410996.0,1
2535716.5,2194258.75,-340981.59375,1
2067486.75,1697822.75,726701.75,1
3013519.5,700071.0625,-251120.90625,1
2092603.75,1602006.0,-1817446.375,1
93056.8203125,-171194.890625,797218.25,1
451108.125,-44126.5703125,-2340548.25,1
884016.125,614209.0625,-2113310.25,1
2267314.5,2464370.25,196201.890625,1
108080.4296875,-1540703.375,3120331.75,1
-1380425.375,-148151.296875,-1620939.875,1
2196319.75,1761622.875,-888566.5,1
2620622.75,1581157.625,-1475992.375,1
1723608.125,850221.875,-11066.1513671875,1
1300334.625,625038.25,-2082930.125,1
-463281.75,-1440753.0,2776820.25,1
1459565.0,953761.0625,-1527978.5,1
929346.75,975279.25,-2098434.0,1
503359.59375,744042.1875,468240.28125,1
1145761.125,1499461.25,-1642032.125,1
2788145.75,1652982.25,-421877.375,1
629398.6875,1082313.125,-1692256.0,1
1368526.125,1335741.375,2164315.5,1
2435611.25,1160473.625,650089.1875,1
1233230.875,1554347.375,-2230219.75,1
2146293.5,978792.1875,511491.40625,1
-1898783.625,-784218.0625,785219.625,1
-602015.0,-317628.1875,-1351005.25,1
1078324.5,467120.3125,2531674.25,1
128271.265625,117557.0,-3433690.25,1
336916.8125,-310936.53125,3305667.25,1
674128.0,666461.4375,-2411033.0,1
2651416.5,-696276.1875,-2008221.875,1
628579.5,702732.0,2492878.25,1
927344.0,2738125.5,828765.0625,1
1087813.875,248651.328125,-921608.4375,1
2298532.25,461668.78125,1999896.875,1
1774727.0,661781.625,2731618.5,1
417259.75,490359.03125,1660861.75,1
1153460.375,1120266.75,-184287.25,1
2479797.25,1291468.5,906434.4375,1
1076392.125,1215421.75,199486.390625,1
1118685.875,699644.75,-2188491.0,1
1825979.5,2613853.0,-383268.625,1
1282003.75,1922202.5,1180864.625,1
-184525.71875,-552671.375,2633801.5,1
2062826.25,1681397.25,-2150618.0,1
2624866.5,-65114.3046875,-590109.25,1
2145677.5,1631058.375,-396881.9375,1
1976763.5,2605657.75,538734.4375,1
1950474.25,1922135.25,-1965451.75,1
-687860.75,276964.0,1213088.875,1
2307445.0,1068749.875,-1212568.0,1
465302.5625,446261.9375,2254488.0,1
1262124.25,644914.4375,-2810591.75,1
418402.75,691852.25,1375234.75,1
841219.125,981844.75,737904.875,1
2345467.75,1674441.0,688171.8125,1
1333573.625,1119275.625,603570.125,1
-452411.21875,654125.0625,-323021.34375,1
-406919.375,342379.09375,-1295705.125,1
65860.9765625,-29756.88671875,-367871.40625,1
1082416.125,928078.5625,949462.3125,1
1126756.875,703440.25,292855.03125,1
1091260.0,1230125.25,880599.875,1
-118299.578125,1498054.625,324518.25,1
14557.4345703125,-18012.263671875,-1941400.625,1
2358431.0,1495343.0,-1721066.5,1
2448621.75,1394815.5,-1998361.75,1
1279130.125,299240.71875,-140499.546875,1
1843510.0,1959121.625,2175094.25,1
521884.25,2166198.25,435362.71875,1
-1005964.125,-1987828.5,-151056.53125,1
1114724.625,754619.9375,1661696.875,1
736326.625,654345.1875,-383264.65625,1
1278017.75,1255415.75,846218.5,1
1664808.25,1536592.25,-213945.71875,1
2584350.75,2072569.125,-965499.4375,1
2119097.25,2369260.75,-5407.830078125,1
1323264.25,2039912.5,-248045.828125,1
1271414.0,-621045.9375,3233.861083984375,1
961894.6875,162939.71875,1197483.625,1
1406877.0,1642883.5,2569379.75,1
634476.75,745508.25,-2514714.0,1
2565302.0,1444500.5,1120114.25,1
2128788.25,1556039.625,2260611.75,1
955403.375,898125.875,-389282.3125,1
2969226.0,1598003.125,896547.0625,1
1479383.75,1112830.25,-35843.83984375,1
333236.46875,-122562.1796875,346511.25,1
2107082.75,1468735.625,2112206.25,1
603817.125,16262.748046875,-263729.0,1
1083905.75,375632.65625,469027.375,1
2222847.75,2488320.0,1036011.6875,1
1822387.625,806773.5,-2210621.0,1
585641.875,957733.1875,2563912.0,1
-376677.0625,545042.875,1694437.375,1
1976122.5,2403238.5,-658958.75,1
711741.125,317864.03125,158947.34375,1
1197392.0,1577385.625,1570038.5,1
675497.375,798534.625,-690432.6875,1
2380029.5,1195706.875,-2261549.25,1
1466719.5,1415011.75,-1376300.0,1
1684410.5,1970943.375,-106923.671875,1
3032804.5,295305.03125,953421.875,1
2567530.0,1177904.125,-1019792.375,1
728416.9375,1344859.375,678448.0,1
536684.5,1267485.25,540148.4375,1
1060549.5,565049.8125,1303752.5,1
600980.875,988005.9375,-406997.0,1
2309109.25,1486906.625,-1179869.75,1
2401392.0,1466471.25,-1677517.5,1
2314822.0,631909.125,1755016.25,1
843591.0,533388.125,-1483714.5,1
999843.375,1345095.25,-1436874.375,1
200793.703125,1024772.0,1170999.75,1
-42959.12109375,1633423.125,2829615.5,1
1652788.125,931265.6875,-2364818.25,1
-2622907.5,-779442.8125,727287.0625,1
1965868.25,1987423.375,2088793.0,1
-98163.3828125,69510.6328125,1032171.25,1
439718.09375,2373070.25,164279.359375,1
322904.40625,741361.5625,1688171.0,1
898862.0,678197.8125,-2160995.75,1
289868.03125,-113456.125,1424928.125,1
1646329.0,2334748.75,-195810.3125,1
3260939.75,-116530.4140625,505910.0625,1
1232765.25,511595.375,2416132.0,1
2179923.75,2705247.25,590704.6875,1
-381802.15625,-712424.875,1360467.25,1
1141755.25,816925.0,-2826917.25,1
1991608.625,844013.0,672359.1875,1
1277544.125,-1670075.125,1021151.5,1
1259271.625,845412.125,-2222298.75,1
748339.375,1043507.0625,1953233.0,1
1992408.125,1471851.5,1390582.25,1
2728503.0,1407098.25,-1344303.625,1
2889179.5,1209061.5,-1099661.0,1
1033665.625,790518.0,-868579.3125,1
697479.0625,-3044075.75,1406159.5,1
720690.375,-365346.84375,3410893.25,1
1668805.875,1443202.0,853133.6875,1
1734238.625,2348310.75,208846.9375,1
2356915.75,2295329.25,-271119.78125,1
653174.8125,258192.046875,2195691.25,1
170681.046875,-1204809.25,1499368.125,1
1124078.625,399349.09375,-1619803.125,1
607580.0,400493.15625,-1368088.375,1
2425035.75,1445667.0,86998.625,1
51356.07421875,-718071.0625,2973302.5,1
2486406.5,1440469.0,-1513117.75,1
2610217.75,554097.3125,1086343.875,1
1542556.75,648514.75,716264.0,1
963954.3125,1242152.5,-193387.34375,1
1549229.0,1366078.5,739084.875,1
2012747.75,1588166.0,120232.1484375,1
849476.6875,896575.875,-540546.625,1
513896.59375,-900697.5625,-808175.375,1
-112376.1484375,408840.8125,1005681.25,1
123674.9375,116484.328125,769453.8125,1
706326.6875,-2924431.75,-1469570.5,1
1045597.9375,1608619.875,-1109580.625,1
1903803.875,1510575.625,1180590.375,1
745862.9375,-930546.5625,876995.5,1
980866.25,684698.0625,-2068454.0,1
2488029.5,993432.0,-820075.3125,1
1745161.625,927722.875,-1279863.5,1
2846809.25,1890105.375,760864.75,1
2183421.75,1170288.375,-803285.5625,1
303579.6875,2094298.0,2193101.5,1
2201187.5,1943604.25,1348142.25,1
917207.0,1258502.75,-911929.0625,1
1538216.0,1452338.5,955681.25,1
1589287.625,919480.3125,-947132.4375,1
478662.0,262726.71875,-477232.375,1
1041275.1875,-1400984.25,1426840.5,1
753097.0625,364499.40625,-438550.1875,1
910912.6875,363441.40625,2699400.25,1
1480432.125,855420.6875,-2966873.75,1
859442.6875,691747.5625,-2595885.5,1
1768392.625,854002.0625,1407066.75,1
1490598.875,632406.6875,784664.9375,1
1841167.125,2252458.0,1754213.5,1
741171.5,695939.75,2815351.0,1
962957.5625,1134275.75,-1476733.375,1
1342533.0,1018653.0,-398594.1875,1
1955980.75,1289642.625,1917313.625,1
2591762.75,1600366.625,512158.125,1
1880955.25,925070.75,-2810408.0,1
711656.6875,738432.9375,-3274590.25,1
1598860.375,595529.0,-339651.09375,1
1762697.5,1533631.25,363797.65625,1
1444029.75,497080.40625,1888585.375,1
992720.5,389292.125,-458071.4375,1
1983045.5,1271835.0,-567819.8125,1
2006121.875,1022797.1875,-2427114.25,1
1409527.0,298485.875,1781664.0,1
2197670.25,1766428.125,-1855902.625,1
1794612.25,1370445.5,1617839.625,1
2250073.75,2283125.25,-803037.0,1
3049252.25,955641.125,-743859.8125,1
1516271.5,1162709.625,746150.1875,1
829422.6875,317914.875,-2309182.0,1
1103449.625,1744824.625,2239571.5,1
400243.3125,1095589.125,-590142.625,1
2072537.125,2200537.0,1730961.125,1
1521482.375,-46389.78125,1565607.375,1
2619455.25,153918.75,-1686529.0,1
2060257.5,1757141.5,1861209.625,1
1787149.875,1563681.5,-1466307.375,1
272787.5625,1682081.125,1441669.25,1
908680.625,1401839.75,1944596.625,1
1955509.75,1019270.125,-1033698.0,1
1857061.0,-763614.75,2004241.0,1
998837.1875,1041128.6875,319560.96875,1
1633354.625,1713603.25,-2468474.0,1
2414702.75,1125026.875,-554709.3125,1
1695719.75,1538067.125,-1483870.625,1
2024647.75,2288218.25,-1725254.75,1
835239.0625,-950144.0,3070807.0,1
980739.6875,373638.09375,-1381210.375,1
-730664.8125,-800402.625,2266273.0,1
721171.5625,1228310.375,2585478.5,1
2205660.75,1589406.125,-127649.828125,1
-384184.34375,-80729.5078125,-2398767.25,1
2401082.0,212412.71875,-1901320.875,1
1965344.375,1064220.5,-2204313.25,1
2107425.25,2330099.5,66797.6484375,1
2158306.5,2322860.0,910989.375,1
1546353.125,1125911.625,-162200.796875,1
749451.75,1182117.25,1608784.5,1
3064861.5,1005929.375,176403.625,1
1473458.5,951732.9375,-1283052.5,1
1255346.25,1563475.375,-2862801.75,1
1956348.0,1920809.125,300669.25,1
1177733.125,561102.125,-1503375.25,1
1307690.125,635032.5,3108975.5,1
2524213.0,383769.71875,-429600.53125,1
1484662.5,716949.75,-1775403.375,1
-58082.5,772101.0625,1405527.5,1
1228016.75,1249087.125,943164.6875,1
130215.7734375,2444524.5,395653.125,1
2127083.75,1359379.875,-2271526.75,1
11202.8583984375,-89876.640625,933209.1875,1
1976561.625,1285256.5,1365179.875,1
1792140.875,1533758.75,-531861.5,1
1221236.375,-460160.25,-15648.177734375,1
1787902.25,986058.6875,-183522.59375,1
1503220.25,613589.5625,2415794.0,1
1479960.625,877578.0,-2581256.0,1
2077085.5,786114.25,550875.5,1
1611113.0,1936679.875,2307691.5,1
1269055.375,1847033.75,-1848555.25,1
2365967.75,1015904.0625,1441712.375,1
2089851.0,951524.5625,2519303.25,1
-39921.6953125,-109629.2265625,766063.3125,1
2058916.75,1469819.625,-1940917.625,1
769492.9375,41434.1796875,2697899.0,1
2099714.25,1541302.75,978202.9375,1
1481018.5,1101332.5,2851817.25,1
2850237.75,1545297.5,-619965.75,1
265989.6875,1424142.0,2979387.25,1
1271788.625,-451402.0625,2926914.5,1
1560589.0,555429.1875,642557.0625,1
1503989.875,1145968.375,-169000.328125,1
1419830.5,1059213.5,-1622112.0,1
188737.3125,-85147.015625,-869514.625,1
1172275.0,654172.0,1859827.625,1
2155132.0,1179711.0,2027122.25,1
1400343.25,2427669.75,-358291.53125,1
1003003.8125,1936637.875,-502473.5625,1
2554856.5,1664907.75,-1311144.25,1
2155880.0,1630166.625,-870026.9375,1
2491407.25,1257576.5,1422637.0,1
-226023.78125,-660972.875,2143846.75,1
2119244.0,2499347.25,-574153.375,1
1162280.625,1341357.625,-2265952.0,1
2287082.0,-130668.2734375,-2615808.75,1
2148907.25,1095021.375,-1609721.125,1
566481.5625,101610.4921875,-237409.53125,1
1420732.5,1469068.5,-1901655.25,1
2048447.625,1109151.125,2363957.25,1
2114504.25,1281120.5,-1150876.875,1
632310.75,484672.34375,-74158.1875,1
580363.6875,137818.203125,563302.375,1
244384.21875,727707.5,-1702571.125,1
2303711.5,2404498.75,-777539.375,1
2450789.0,2191414.25,590847.5625,1
1971718.625,1317493.375,-118995.5546875,1
1176940.125,411365.5625,-2751873.0,1
